ethnicity,HH7,CL13,CL2,FCD2H,FCD2E,FCD2D,FCD2A,WB4,WB6A,VT22A,VT22B,VT20,VT21,VT1,VT22X,MA2,MA3,MSTATUS,AF10,LS1,LS3,LS4,CSURV,HC5,HC4,WS7,WS1,WS11,WS14,child_depression
Tumbuka,North,0.0,False,NO,YES,NO,NO,39.0,UPPER SECONDARY,NO,NO,UNSAFE,SAFE,NO,NO,43.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,2.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",DUG WELL: PROTECTED WELL,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,12.0,True,YES,YES,YES,NO,40.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,47.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,8.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,8.0,True,,,,,44.0,LOWER SECONDARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,47.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,5.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,3.0,True,,,,,34.0,PRIMARY,NO,NO,UNSAFE,SAFE,NO,NO,60.0,YES,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,1.0,False,NO,YES,YES,YES,28.0,UPPER SECONDARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,35.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,4.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,1.0,True,NO,YES,YES,YES,44.0,LOWER SECONDARY,NO,NO,SAFE,VERY SAFE,NO,NO,57.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,6.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,4.0,False,NO,YES,YES,YES,33.0,UPPER SECONDARY,NO,NO,UNSAFE,SAFE,NO,NO,46.0,YES,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,3.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,9.0,True,,,,,26.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,39.0,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,WORSENED,WORSE,2.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,4.0,True,,,,,36.0,LOWER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,43.0,YES,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,5.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,3.0,False,NO,NO,YES,NO,31.0,UPPER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,37.0,YES,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,1.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PIPED TO YARD / PLOT,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,3.0,False,YES,NO,YES,NO,38.0,UPPER SECONDARY,NO,NO,VERY SAFE,VERY SAFE,NO,YES,,NotApplicable,Formerly married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Chewa,North,,False,YES,NO,YES,YES,25.0,UPPER SECONDARY,YES,NO,VERY SAFE,UNSAFE,NO,NO,42.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,1.0,False,YES,YES,YES,NO,28.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,35.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,6.0,False,NO,NO,YES,YES,41.0,PRIMARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,44.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,,False,NO,NO,YES,NO,23.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,,NotApplicable,Never married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,1.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,2.0,False,NO,YES,YES,YES,35.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,45.0,YES,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,2.0,False,YES,NO,YES,YES,35.0,PRIMARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,41.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,1.0,False,YES,NO,YES,YES,30.0,PRIMARY,NO,NO,UNSAFE,UNSAFE,NO,NO,,NotApplicable,Never married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,0.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,3.0,False,NO,YES,YES,NO,27.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,30.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,MORE OR LESS THE SAME,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,9.0,True,YES,YES,YES,YES,26.0,PRIMARY,NO,NO,VERY SAFE,SAFE,NO,NO,36.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,,False,YES,YES,YES,YES,36.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,35.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,10.0,True,,,,,38.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,39.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,3.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,9.0,True,,,,,43.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,50.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,5.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,3.0,True,NO,YES,NO,NO,44.0,LOWER SECONDARY,NO,NO,UNSAFE,SAFE,NO,NO,55.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,1.0,False,NO,YES,NO,NO,45.0,PRIMARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,50.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,7.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,3.0,True,,,,,39.0,PRIMARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,45.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,0.0,False,YES,NO,YES,NO,25.0,PRIMARY,NO,NO,VERY UNSAFE,UNSAFE,YES,NO,25.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,0.0,True,YES,YES,NO,YES,46.0,PRIMARY,NO,NO,VERY UNSAFE,SAFE,NO,NO,56.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",DUG WELL: PROTECTED WELL,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,4.0,True,NO,NO,NO,NO,39.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,UNSAFE,NO,YES,49.0,YES,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,BETTER,5.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,0.0,False,YES,YES,YES,NO,37.0,LOWER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,UNSAFE,NO,YES,56.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,5.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: VENTILATED IMPROVED PIT LATRINE,IN OWN YARD / PLOT,1.0
Tumbuka,North,1.0,True,YES,NO,YES,NO,42.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,46.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,IMPROVED,BETTER,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,6.0,False,YES,YES,YES,NO,27.0,UPPER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,32.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,4.0,False,YES,NO,YES,YES,34.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,39.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,2.0,False,YES,NO,YES,NO,28.0,LOWER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,32.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,1.0,True,,,,,41.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,50.0,YES,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,4.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,2.0,False,,,,,45.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,3.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,5.0,True,NO,YES,NO,YES,35.0,LOWER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,WORSENED,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",DUG WELL: PROTECTED WELL,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,1.0
Tumbuka,North,7.0,True,,,,,34.0,LOWER SECONDARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,47.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,4.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",DUG WELL: PROTECTED WELL,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,9.0,True,,,,,46.0,PRIMARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,50.0,YES,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,,False,NO,YES,NO,NO,26.0,PRIMARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,29.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,0.0,False,NO,YES,YES,YES,27.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,30.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,2.0,True,,,,,44.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,55.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,4.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,3.0,True,NO,YES,YES,YES,26.0,PRIMARY,YES,NO,SAFE,VERY SAFE,NO,NO,33.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,2.0,False,NO,YES,YES,YES,37.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,WORSENED,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,7.0,False,YES,NO,YES,NO,37.0,LOWER SECONDARY,NO,NO,UNSAFE,UNSAFE,NO,NO,44.0,YES,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,WORSENED,BETTER,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,2.0,False,YES,YES,YES,YES,33.0,PRIMARY,NO,NO,VERY UNSAFE,VERY SAFE,YES,NO,34.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,3.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,8.0,True,NO,YES,YES,YES,39.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,38.0,YES,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,5.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,,False,NO,NO,YES,NO,40.0,PRIMARY,NO,NO,UNSAFE,SAFE,NO,NO,44.0,NO,Currently married/in union,SOME DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",DUG WELL: PROTECTED WELL,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,6.0,False,YES,YES,YES,YES,36.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,42.0,NO,Currently married/in union,SOME DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,0.0
Tumbuka,North,3.0,True,,,,,47.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,63.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,6.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,6.0,False,YES,YES,YES,YES,42.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,45.0,YES,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,6.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,3.0,False,NO,NO,YES,YES,35.0,PRIMARY,YES,NO,VERY SAFE,VERY SAFE,NO,NO,42.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,WORSENED,BETTER,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,0.0,False,NO,YES,YES,NO,40.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,50.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,IMPROVED,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,3.0,False,,,,,33.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,43.0,NO,Currently married/in union,SOME DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,4.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Yao,North,2.0,False,YES,YES,YES,YES,40.0,PRIMARY,NO,YES,SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,7.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,0.0
Yao,North,2.0,True,,,,,32.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,40.0,YES,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,IMPROVED,BETTER,7.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,8.0,False,NO,YES,NO,YES,42.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,48.0,YES,Currently married/in union,A LOT OF DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Chewa,North,5.0,False,YES,NO,YES,YES,44.0,PRIMARY,YES,YES,VERY SAFE,SAFE,YES,YES,68.0,YES,Currently married/in union,NO DIFFICULTY,VERY HAPPY,WORSENED,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,0.0,False,NO,YES,YES,NO,46.0,PRIMARY,YES,NO,SAFE,SAFE,NO,YES,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,WORSENED,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,1.0
Other ethnicity,North,2.0,True,,,,,33.0,PRIMARY,NO,NO,SAFE,SAFE,YES,NO,48.0,YES,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,IMPROVED,BETTER,1.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
